Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
ABR^A,Arbor Realty Trust,25.24,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^a,
ABR^B,Arbor Realty Trust,25.48,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^b,
ABR^C,Arbor Realty Trust,25.5173,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^c,
ARC,"ARC Document Solutions, Inc.",2.43,111268519.02,n/a,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc,
MT,ArcelorMittal,22.84,23143854749.32,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt,
ARCH,"Arch Coal, Inc.",84.75,1593249150,n/a,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch,
ADM,Archer-Daniels-Midland Company,45.61,25570989943.75,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm,
AROC,"Archrock, Inc.",9.89,1279141654.19,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc,
ARNC,Arconic Inc.,20.85,10075603414.5,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc,
ARCO,Arcos Dorados Holdings Inc.,8.3,1723667664.9,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco,
ACA,"Arcosa, Inc.",26.82,0,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aca,
RCUS,"Arcus Biosciences, Inc.",12.27,545483205.93,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus,
ARD,Ardagh Group S.A.,12.77,3017551000,n/a,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard,
ASC,Ardmore Shipping Corporation,6.26,207192422.06,n/a,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc,
AFC,Ares Capital Corporation,25.3,202400000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc,
ACRE,Ares Commercial Real Estate Corporation,14.18,406946148,n/a,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre,
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",14.78,339384877.98,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc,
ARES,Ares Management Corporation,22.07,2240793032.25,n/a,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares,
ARES^A,Ares Management Corporation,25.575,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a,
AGX,"Argan, Inc.",41.43,645012028.17,n/a,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx,
ARGD,"Argo Group International Holdings, Ltd.",24.9605,0,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd,
ARGO,"Argo Group International Holdings, Ltd.",68.73,2329344650.28,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo,
ANET,"Arista Networks, Inc.",229.73,17327913629,n/a,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet,
AI,Arlington Asset Investment Corp,8.34,253082687.64,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai,
AI^B,Arlington Asset Investment Corp,24.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b,
AIC,Arlington Asset Investment Corp,23.5,0,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic,
AIW,Arlington Asset Investment Corp,23.75,0,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw,
ARLO,"Arlo Technologies, Inc.",8.8,653375800,n/a,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo,
AHH,"Armada Hoffler Properties, Inc.",14.76,721643956.92,n/a,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh,
ARR,"ARMOUR Residential REIT, Inc.",21.88,926301287,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr,
ARR^A,"ARMOUR Residential REIT, Inc.",25.64,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a,
ARR^B,"ARMOUR Residential REIT, Inc.",24.94,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b,
AFI,"Armstrong Flooring, Inc.",14.56,376049987.04,n/a,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi,
AWI,Armstrong World Industries Inc,65.03,3223286019.17,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi,
ARW,"Arrow Electronics, Inc.",75.41,6573651379.04,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw,
AJG,Arthur J. Gallagher & Co.,76.11,13977753720,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg,
APAM,Artisan Partners Asset Management Inc.,25.42,1955887806.24,n/a,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam,
ASA,ASA Gold and Precious Metals Limited,8.84,170522760.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa,
ABG,Asbury Automotive Group Inc,66.35,1300565960.95,n/a,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg,
ASX,"ASE Technology Holding Co., Ltd.",4.01,8371282255.6,n/a,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx,
ASGN,ASGN Incorporated,64.42,3380570079.34,n/a,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn,
AHT,Ashford Hospitality Trust Inc,4.82,487005232.6,n/a,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht,
AHT^D,Ashford Hospitality Trust Inc,25.37,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d,
AHT^F,Ashford Hospitality Trust Inc,22.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f,
AHT^G,Ashford Hospitality Trust Inc,21.61,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g,
AHT^H,Ashford Hospitality Trust Inc,22.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h,
AHT^I,Ashford Hospitality Trust Inc,22.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i,
ASH,Ashland Global Holdings Inc.,81.07,5065836331.16,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash,
APB,"Asia Pacific Fund, Inc. (The)",12.5,129300900,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apb,
ASPN,"Aspen Aerogels, Inc.",2.7,64720314.9,n/a,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn,
AHL,Aspen Insurance Holdings Limited,41.93,2503170767.86,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl,
AHL^C,Aspen Insurance Holdings Limited,23.9162,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c,
AHL^D,Aspen Insurance Holdings Limited,21.93,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d,
ASB,Associated Banc-Corp,21.61,3582556886.04,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb,
ASB^C,Associated Banc-Corp,25.55,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c,
ASB^D,Associated Banc-Corp,22.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d,
ASB^E,Associated Banc-Corp,24.072,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e,
AC,"Associated Capital Group, Inc.",41.35,950693314.9,n/a,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac,
AIZ,"Assurant, Inc.",95.41,5920565938.35,n/a,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz,
AIZP,"Assurant, Inc.",103.63,0,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp,
AGO,Assured Guaranty Ltd.,39.93,4219302396.54,n/a,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago,
AGO^B,Assured Guaranty Ltd.,25.46,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b,
AGO^E,Assured Guaranty Ltd.,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e,
AGO^F,Assured Guaranty Ltd.,24.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f,
AZN,Astrazeneca PLC,39.87,101014482886.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn,
HOME,At Home Group Inc.,27.81,1765606563.9,n/a,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home,
T,AT&T Inc.,30.73,223652940000,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t,
TBB,AT&T Inc.,22.57,0,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb,
TBC,AT&T Inc.,23.47,0,n/a,2018,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc,
ATTO,Atento S.A.,4.62,341459838.72,n/a,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto,
ATH,Athene Holding Ltd.,41.3,8249998957.2,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath,
ATKR,Atkore International Group Inc.,19.69,926998210.05,n/a,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr,
AT,Atlantic Power Corporation,2.15,236492733,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at,
ATO,Atmos Energy Corporation,97.56,10863564534,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato,
AUO,AU Optronics Corp,4.1,3945940495.1,n/a,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo,
ACB,Aurora Cannabis Inc.,5.4,5381362661.4,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb,
ATHM,Autohome Inc.,86.46,10127998409.76,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm,
ALV,"Autoliv, Inc.",86.22,7513458423.84,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv,
AN,"AutoNation, Inc.",35.37,3180653970.3,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an,
AZO,"AutoZone, Inc.",880.07,22494019794.71,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo,
AVLR,"Avalara, Inc.",30.58,2032721435.58,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr,
AVB,"AvalonBay Communities, Inc.",187.32,25891851250.44,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb,
AGR,"Avangrid, Inc.",50.78,15691287712.16,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr,
AVNS,"Avanos Medical, Inc.",46.26,2194040004.48,n/a,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns,
AVYA,Avaya Holdings Corp.,16.77,1843944880.44,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya,
AVY,Avery Dennison Corporation,93.67,8122148930.16,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy,
AVH,Avianca Holdings S.A.,5.41,674212653.51,n/a,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh,
AVA,Avista Corporation,51.39,3375706320,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava,
AVP,"Avon Products, Inc.",2.06,911261915.18,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp,
AVX,AVX Corporation,15.9,2683843648.2,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx,
EQH,"AXA Equitable Holdings, Inc.",18.62,10409433633.9,n/a,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/eqh,
AXTA,Axalta Coating Systems Ltd.,24.49,5846134121.46,n/a,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta,
AXS,Axis Capital Holdings Limited,54.28,4536683101.28,n/a,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs,
AXS^D,Axis Capital Holdings Limited,22.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d,
AXS^E,Axis Capital Holdings Limited,21.98,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e,
AX,"Axos Financial, Inc.",29.09,1827777934.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax,
AXO,"Axos Financial, Inc.",25.02,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo,
AZUL,Azul S.A.,24.79,2793973137.87,n/a,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul,
AZRE,Azure Power Global Limited,10,409393320,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre,
AZZ,AZZ Inc.,44.64,1162882802.88,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz,
BGS,"B&G Foods, Inc.",29.4,1938427524.6,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs,
BW,Babcock,0.8982,151552861.1514,n/a,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw,
BGH,Babson Global Short Duration High Yield Fund,17.02,341384589.98,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh,
BMI,"Badger Meter, Inc.",55.44,1614023722.08,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi,
BCSF,"Bain Capital Specialty Finance, Inc.",18.21,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/bcsf,
BHGE,"Baker Hughes, a GE company",22.14,24352485734.7,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge,
BBN,BalckRock Taxable Municipal Bond Trust,20.82,1189288097.34,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn,
BLL,Ball Corporation,49.03,16630544879.21,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll,
BANC,"Banc of California, Inc.",15.96,808416469.56,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc,
BANC^D,"Banc of California, Inc.",25.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d,
BANC^E,"Banc of California, Inc.",25.22,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e,
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.43,36207240000,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva,
BBD,Banco Bradesco Sa,9.68,64793863808.96,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd,
BBDO,Banco Bradesco Sa,8.76,58635769314.72,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo,
BCH,Banco De Chile,29.07,44048542211.1,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",17.29,683621546.79,n/a,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx,
BSBR,Banco Santander Brasil SA,11.04,82539586227.84,n/a,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr,
BSAC,Banco Santander Chile,31.12,14661108633.92,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac,
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",6.21,8429446988.91,n/a,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx,
SAN,"Banco Santander, S.A.",4.64,75337703090.88,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san,
SAN^B,"Banco Santander, S.A.",19.29,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b,
CIB,BanColombia S.A.,41.53,9986168827.5,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib,
BXS,BancorpSouth Bank,29.17,2907517474.74,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs,
BAC,Bank of America Corporation,26.99,264885173359.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac,
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a,
BAC^A,Bank of America Corporation,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a,
BAC^B,Bank of America Corporation,24.79,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b,
BAC^C,Bank of America Corporation,25.26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c,
BAC^E,Bank of America Corporation,19.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e,
BAC^K,Bank of America Corporation,24.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k,
BAC^L,Bank of America Corporation,1273,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l,
BAC^W,Bank of America Corporation,25.27,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w,
BAC^Y,Bank of America Corporation,25.43,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y,
BML^G,Bank of America Corporation,19.65,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g,
BML^H,Bank of America Corporation,19.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h,
BML^J,Bank of America Corporation,19.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j,
BML^L,Bank of America Corporation,18.93,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l,
BOH,Bank of Hawaii Corporation,76.42,3190737054.48,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh,
BMO,Bank Of Montreal,71.84,45929440260,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo,
NTB,Bank of N.T. Butterfield & Son Limited (The),34.93,1927168264.35,n/a,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb,
BK,Bank Of New York Mellon Corporation (The),48.7,48153464006.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk,
BK^C,Bank Of New York Mellon Corporation (The),22.08,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c,
BNS,Bank of Nova Scotia (The),54.05,66320843077.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns,
BKU,"BankUnited, Inc.",31.91,3288861651.82,n/a,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku,
BCS,Barclays PLC,7.9,33828574824.1,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs,
BCS^D.CL,Barclays PLC,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcs^d.cl,
BBDC,"Barings BDC, Inc.",9.96,510789277.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc,
MCI,Barings Corporate Investors,15.23,304770621.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci,
MPV,Barings Participation Investors,14.6258,153476300.3256,n/a,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv,
BNED,"Barnes & Noble Education, Inc",4.47,209717273.52,n/a,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned,
BKS,"Barnes & Noble, Inc.",6.94,506755461.86,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks,
B,"Barnes Group, Inc.",56,2873187240,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b,
ABX,Barrick Gold Corporation,13.13,15330499661.36,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/abx,
BAS,"Basic Energy Services, Inc.",5.98,158835521.52,n/a,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas,
BHC,Bausch Health Companies Inc.,24.47,8558559980.91,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc,
BAX,Baxter International Inc.,67.26,35791803525.48,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax,
BTE,Baytex Energy Corp,1.94,1074837925.92,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte,
BBT,BB&T Corporation,48.37,37274877210.76,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt,
BBT^D,BB&T Corporation,24.61,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d,
BBT^E,BB&T Corporation,23.89,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e,
BBT^F,BB&T Corporation,22.01,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f,
BBT^G,BB&T Corporation,22.01,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g,
BBT^H,BB&T Corporation,24.35,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h,
BFR,BBVA Banco Frances S.A.,11.91,2432258758.89,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr,
BBX,BBX Capital Corporation,6.29,610384021.65,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx,
BCE,"BCE, Inc.",43.18,38778020254.32,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce,
BZH,"Beazer Homes USA, Inc.",10.88,364719860.48,n/a,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh,
BDX,"Becton, Dickinson and Company",244.92,65701734664.8,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx,
BDXA,"Becton, Dickinson and Company",61.53,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa,
BDC,Belden Inc,50.45,2033407833.6,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc,
BDC^B,Belden Inc,70.46,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b,
BXE,Bellatrix Exploration Ltd,0.7299,54128818.3275,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bxe,
BEL,Belmond Ltd.,18.01,2179837036.16,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel,
BMS,"Bemis Company, Inc.",48.47,4411592778.25,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms,
BHE,"Benchmark Electronics, Inc.",22.86,999218738.16,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe,
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a,
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b,
BHLB,"Berkshire Hills Bancorp, Inc.",32.18,1461735277.42,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb,
